id,type,name,level,challengeTimes,sweepTimes,sceneId,levelLimit,roundLimit,resetPrice,monsterLevel,stance1,stance2,stance3,stance4,stance5,stance6,stance7,stance8,stance9,stance10,stance11,stance12,stance13,stance14,stance15,stance16,stance17,stance18,stance19,stance20,packageNum,searchDollarType,fundGiftType,syGiftType,limitGiftType,godLimit,ordinaryPropStr,roundPropStr,
10026,1,山海经,26,100,5,2,100,50,50,5340,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,11614,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10027,1,山海经,27,100,5,2,100,50,50,5380,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11623,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10028,1,山海经,28,100,5,2,100,50,50,5420,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,11613,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10029,1,山海经,29,100,5,2,100,50,50,5460,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11624,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10030,1,山海经,30,100,5,2,100,50,50,5500,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,11623,0,1,1,1,1,20,7:40224:20|7:40225:10|7:40226:2|7:42443:2,7:40224:20|7:40225:10|7:40226:2|7:42443:2,
10031,1,山海经,31,100,5,2,100,50,50,5530,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11613,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10032,1,山海经,32,100,5,2,100,50,50,5560,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,11623,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10033,1,山海经,33,100,5,2,100,50,50,5590,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11623,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10034,1,山海经,34,100,5,2,100,50,50,5620,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,11625,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10035,1,山海经,35,100,5,2,100,50,50,5650,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11625,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10036,1,山海经,36,100,5,2,100,50,50,5680,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,11624,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10037,1,山海经,37,100,5,2,100,50,50,5710,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11625,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10038,1,山海经,38,100,5,2,100,50,50,5740,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,11626,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10039,1,山海经,39,100,5,2,100,50,50,5770,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11625,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10040,1,山海经,40,100,5,2,100,50,50,5800,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,11625,0,1,1,1,1,20,7:40224:20|7:40225:10|7:40226:2|7:42443:2,7:40224:20|7:40225:10|7:40226:2|7:42443:2,
10041,1,山海经,41,100,5,2,100,50,50,5840,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11626,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10042,1,山海经,42,100,5,2,100,50,50,5880,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,11625,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10043,1,山海经,43,100,5,2,100,50,50,5920,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11625,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10044,1,山海经,44,100,5,2,100,50,50,5960,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,11626,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10045,1,山海经,45,100,5,2,100,50,50,6000,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11634,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10046,1,山海经,46,100,5,2,100,50,50,6040,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,120001,120004,120001,120001,120001,11626,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10047,1,山海经,47,100,5,2,100,50,50,6080,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11635,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10048,1,山海经,48,100,5,2,100,50,50,6120,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,120001,120002,120001,120001,120001,11634,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10049,1,山海经,49,100,5,2,100,50,50,6160,120005,120001,120001,120001,120001,120004,120001,120001,120001,120001,120003,120001,120001,120001,120001,120002,120001,120001,120001,11634,0,1,1,1,1,20,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10050,1,山海经,50,100,5,2,100,50,50,6200,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,120001,120003,120001,120001,120001,11634,1,1,1,1,1,21,7:40224:30|7:40225:15|7:40226:3|7:42443:2,7:40224:30|7:40225:15|7:40226:3|7:42443:2,
10051,1,山海经,51,100,5,2,100,50,50,6240,11633,11626,11626,11626,11626,11632,11626,11626,11626,11626,11631,11626,11626,11626,11626,11630,11626,11626,11626,11626,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10052,1,山海经,52,100,5,2,100,50,50,6280,11637,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10053,1,山海经,53,100,5,2,100,50,50,6320,11636,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10054,1,山海经,54,100,5,2,100,50,50,6360,11638,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10055,1,山海经,55,100,5,2,100,50,50,6400,11640,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10056,1,山海经,56,100,5,2,100,50,50,6440,11638,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10057,1,山海经,57,100,5,2,100,50,50,6480,11639,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10058,1,山海经,58,100,5,2,100,50,50,6520,11640,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10059,1,山海经,59,100,5,2,100,50,50,6560,11641,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10060,1,山海经,60,100,5,2,100,50,50,6600,11640,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:20|7:40225:10|7:40226:2|7:42443:2,7:40224:20|7:40225:10|7:40226:2|7:42443:2,
10061,1,山海经,61,100,5,2,100,50,50,6660,11641,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,11635,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10062,1,山海经,62,100,5,2,100,50,50,6720,11640,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10063,1,山海经,63,100,5,2,100,50,50,6780,11642,11634,11634,11634,11634,11641,11634,11634,11634,11634,11640,11634,11634,11634,11634,11639,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10064,1,山海经,64,100,5,2,100,50,50,6840,11645,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10065,1,山海经,65,100,5,2,100,50,50,6900,11642,11634,11634,11634,11634,11641,11634,11634,11634,11634,11640,11634,11634,11634,11634,11639,11634,11634,11634,11634,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10066,1,山海经,66,100,5,2,100,50,50,6960,11645,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10067,1,山海经,67,100,5,2,100,50,50,7020,11647,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10068,1,山海经,68,100,5,2,100,50,50,7080,11646,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10069,1,山海经,69,100,5,2,100,50,50,7140,11648,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10070,1,山海经,70,100,5,2,100,50,50,7200,11645,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:20|7:40225:10|7:40226:2|7:42443:2,7:40224:20|7:40225:10|7:40226:2|7:42443:2,
10071,1,山海经,71,100,5,2,100,50,50,7280,11648,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10072,1,山海经,72,100,5,2,100,50,50,7360,11647,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10073,1,山海经,73,100,5,2,100,50,50,7440,11648,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10074,1,山海经,74,100,5,2,100,50,50,7520,11654,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10075,1,山海经,75,100,5,2,100,50,50,7600,11650,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10076,1,山海经,76,100,5,2,100,50,50,7680,11649,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10077,1,山海经,77,100,5,2,100,50,50,7760,11651,11643,11643,11643,11643,11650,11643,11643,11643,11643,11649,11643,11643,11643,11643,11648,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10078,1,山海经,78,100,5,2,100,50,50,7840,11650,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10079,1,山海经,79,100,5,2,100,50,50,7920,11651,11643,11643,11643,11643,11650,11643,11643,11643,11643,11649,11643,11643,11643,11643,11648,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10080,1,山海经,80,100,5,2,100,50,50,8000,11650,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,11644,0,1,1,1,1,21,7:40224:20|7:40225:10|7:40226:2|7:42443:2,7:40224:20|7:40225:10|7:40226:2|7:42443:2,
10081,1,山海经,81,100,5,2,100,50,50,8140,11651,11643,11643,11643,11643,11650,11643,11643,11643,11643,11649,11643,11643,11643,11643,11648,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10082,1,山海经,82,100,5,2,100,50,50,8280,11655,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10083,1,山海经,83,100,5,2,100,50,50,8420,11654,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10084,1,山海经,84,100,5,2,100,50,50,8560,11656,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10085,1,山海经,85,100,5,2,100,50,50,8700,11655,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10086,1,山海经,86,100,5,2,100,50,50,8840,11651,11643,11643,11643,11643,11650,11643,11643,11643,11643,11649,11643,11643,11643,11643,11648,11643,11643,11643,11643,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
10087,1,山海经,87,100,5,2,100,50,50,8980,11655,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,11653,0,1,1,1,1,21,7:40224:10|7:40225:5|7:40226:1|7:42443:1,7:40224:10|7:40225:5|7:40226:1|7:42443:1,
