id,name,description,groupID,difficulty,groupName,monsterNum,staminaCost,dailyLimit,expAward,coinAward,stance1,stance2,stance3,stance4,stance5,stance6,stance7,stance8,stance9,stance10,stance11,stance12,stance13,stance14,stance15,stance16,stance17,stance18,stance19,stance20,stance21,stance22,stance23,stance24,monsterLv,levelMonster,expAwardBoss,coinAwardBoss,battleBefore,battleing,battleAfter,mapId,stageId,head,tfOpenTowers,monster,siegeId,zhanPaoSkills,zhanPao,skillNum,clearanceAwardString,rareAwardString,spAwardString,awardIdtring,
50017,供应危机,,3,0,供应危机,1,1,0,0,0,120017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50018,供应危机,,3,0,供应危机,1,0,0,0,0,120018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,,0,0,,,,0,0,,,,3,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50019,不速之客,,4,0,不速之客,1,1,0,0,0,120019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50020,不速之客,,4,0,不速之客,1,1,0,0,0,120020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50021,不速之客,,4,0,不速之客,1,1,0,0,0,120021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50022,不速之客,,4,0,不速之客,1,1,0,0,0,120022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50023,不速之客,,4,0,不速之客,1,1,0,0,0,120023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50024,不速之客,,4,0,不速之客,1,0,0,0,0,120024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,0,0,,,,0,0,,,,4,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50025,新的机会,,5,0,新的机会,1,1,0,0,0,120025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50026,新的机会,,5,0,新的机会,1,1,0,0,0,120026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50027,新的机会,,5,0,新的机会,1,1,0,0,0,120027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50028,新的机会,,5,0,新的机会,1,1,0,0,0,120028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50029,新的机会,,5,0,新的机会,1,1,0,0,0,120029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50030,新的机会,,5,0,新的机会,1,1,0,0,0,120030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50031,新的机会,,5,0,新的机会,1,0,0,0,0,120031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,0,0,,,,0,0,,,,5,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50032,进军零售,,6,0,进军零售,1,1,0,0,0,120032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50033,进军零售,,6,0,进军零售,1,1,0,0,0,120033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50034,进军零售,,6,0,进军零售,1,1,0,0,0,120034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50035,进军零售,,6,0,进军零售,1,1,0,0,0,120035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50036,进军零售,,6,0,进军零售,1,1,0,0,0,120036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,0,0,,,,0,0,,,,0,,,0,7:47065:570|7:49891:2|7:41006:10,,,,
50037,进军零售,,6,0,进军零售,1,0,0,0,0,120037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,,0,0,,,,0,0,,,,6,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50038,人才市场,,7,0,人才市场,1,1,0,0,0,120038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50039,人才市场,,7,0,人才市场,1,1,0,0,0,120039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50040,人才市场,,7,0,人才市场,1,1,0,0,0,120040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50041,人才市场,,7,0,人才市场,1,1,0,0,0,120041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50042,人才市场,,7,0,人才市场,1,1,0,0,0,120042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50043,人才市场,,7,0,人才市场,1,0,0,0,0,120043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,,0,0,,,,0,0,,,,7,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50044,各显神通,,8,0,各显神通,1,1,0,0,0,120044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50045,各显神通,,8,0,各显神通,1,1,0,0,0,120045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50046,各显神通,,8,0,各显神通,1,1,0,0,0,120046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50047,各显神通,,8,0,各显神通,1,1,0,0,0,120047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50048,各显神通,,8,0,各显神通,1,1,0,0,0,120048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50049,各显神通,,8,0,各显神通,1,0,0,0,0,120049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,,0,0,,,,0,0,,,,8,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50050,神秘女子,,9,0,神秘女子,1,1,0,0,0,120050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50051,神秘女子,,9,0,神秘女子,1,1,0,0,0,120051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50052,神秘女子,,9,0,神秘女子,1,1,0,0,0,120052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50053,神秘女子,,9,0,神秘女子,1,1,0,0,0,120053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50054,神秘女子,,9,0,神秘女子,1,1,0,0,0,120054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50055,神秘女子,,9,0,神秘女子,1,0,0,0,0,120055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,,0,0,,,,0,0,,,,9,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50056,意外之喜,,10,0,意外之喜,1,1,0,0,0,120056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50057,意外之喜,,10,0,意外之喜,1,1,0,0,0,120057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50058,意外之喜,,10,0,意外之喜,1,1,0,0,0,120058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50059,意外之喜,,10,0,意外之喜,1,1,0,0,0,120059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50060,意外之喜,,10,0,意外之喜,1,1,0,0,0,120060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50061,意外之喜,,10,0,意外之喜,1,1,0,0,0,120061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50062,意外之喜,,10,0,意外之喜,1,0,0,0,0,120062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,,0,0,,,,0,0,,,,10,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50063,来势汹汹,,11,0,来势汹汹,1,1,0,0,0,120063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50064,来势汹汹,,11,0,来势汹汹,1,1,0,0,0,120064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50065,来势汹汹,,11,0,来势汹汹,1,1,0,0,0,120065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50066,来势汹汹,,11,0,来势汹汹,1,1,0,0,0,120066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50067,来势汹汹,,11,0,来势汹汹,1,1,0,0,0,120067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50068,来势汹汹,,11,0,来势汹汹,1,1,0,0,0,120068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50069,来势汹汹,,11,0,来势汹汹,1,0,0,0,0,120069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,,0,0,,,,0,0,,,,11,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50070,经营危机,,12,0,经营危机,1,1,0,0,0,120070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50071,经营危机,,12,0,经营危机,1,1,0,0,0,120071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50072,经营危机,,12,0,经营危机,1,1,0,0,0,120072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50073,经营危机,,12,0,经营危机,1,1,0,0,0,120073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50074,经营危机,,12,0,经营危机,1,1,0,0,0,120074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50075,经营危机,,12,0,经营危机,1,1,0,0,0,120075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50076,经营危机,,12,0,经营危机,1,0,0,0,0,120076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,,0,0,,,,0,0,,,,12,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50077,峰回路转,,13,0,峰回路转,1,1,0,0,0,120077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50078,峰回路转,,13,0,峰回路转,1,1,0,0,0,120078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50079,峰回路转,,13,0,峰回路转,1,1,0,0,0,120079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50080,峰回路转,,13,0,峰回路转,1,1,0,0,0,120080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50081,峰回路转,,13,0,峰回路转,1,1,0,0,0,120081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50082,峰回路转,,13,0,峰回路转,1,1,0,0,0,120082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50083,峰回路转,,13,0,峰回路转,1,0,0,0,0,120083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,,0,0,,,,0,0,,,,13,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50084,国际巨星,,14,0,国际巨星,1,1,0,0,0,120084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50085,国际巨星,,14,0,国际巨星,1,1,0,0,0,120085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50086,国际巨星,,14,0,国际巨星,1,1,0,0,0,120086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50087,国际巨星,,14,0,国际巨星,1,1,0,0,0,120087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50088,国际巨星,,14,0,国际巨星,1,1,0,0,0,120088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50089,国际巨星,,14,0,国际巨星,1,1,0,0,0,120089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,,0,0,,,,0,0,,,,0,,,0,7:47065:1140|7:49891:2|7:41006:10,,,,
50090,国际巨星,,14,0,国际巨星,1,0,0,0,0,120090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,,0,0,,,,0,0,,,,14,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50091,童年玩伴,,15,0,童年玩伴,1,1,0,0,0,120091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50092,童年玩伴,,15,0,童年玩伴,1,1,0,0,0,120092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50093,童年玩伴,,15,0,童年玩伴,1,1,0,0,0,120093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50094,童年玩伴,,15,0,童年玩伴,1,1,0,0,0,120094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50095,童年玩伴,,15,0,童年玩伴,1,1,0,0,0,120095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50096,童年玩伴,,15,0,童年玩伴,1,1,0,0,0,120096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50097,童年玩伴,,15,0,童年玩伴,1,0,0,0,0,120097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,,0,0,,,,0,0,,,,15,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
50098,毅然决然,,16,0,毅然决然,1,1,0,0,0,120098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50099,毅然决然,,16,0,毅然决然,1,1,0,0,0,120099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50100,毅然决然,,16,0,毅然决然,1,1,0,0,0,120100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50101,毅然决然,,16,0,毅然决然,1,1,0,0,0,120101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50102,毅然决然,,16,0,毅然决然,1,1,0,0,0,120102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50103,毅然决然,,16,0,毅然决然,1,1,0,0,0,120103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50104,毅然决然,,16,0,毅然决然,1,1,0,0,0,120104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,,0,0,,,,0,0,,,,0,,,0,7:47065:2280|7:49891:2|7:41006:10,,,,
50105,毅然决然,,16,0,毅然决然,1,0,0,0,0,120105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,,0,0,,,,0,0,,,,16,,,0,7:40181:3200|7:47065:250|7:41004:400,,,,
